"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Premises","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","Previous.full.inspection.event.type","Previous.full.inspection.event.date","Previous.full.inspection.publication.date","Previous.full.inspection.event.number","Previous.overall.experiences.and.progress.of.children.and.young.people","Previous.outcomes.in.education.and.related.learning.activities","Previous.health.services","Previous.how.well.children.and.young.people.are.helped.and.protected","Previous.effectiveness.of.leaders.and.managers"
"2880","Ofsted Social Care Provider Webpage","SC063814",NA,"Children's home","11/07/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","North West Norfolk","Third Sector",NA,4," ","","Break Charity","Full inspection","08/08/2023","22/09/2023",10272529,"Good","","","Good","Good","Full inspection","25/10/2022","16/11/2022",10222898,"Good","","","Good","Good"
"2881","Ofsted Social Care Provider Webpage","1249787",NA,"Children's home","16/12/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","Newton Abbot","For profit",NA,1," ","","One To One Crisis Intervention Ltd","Full inspection","01/08/2023","07/09/2023",10273319,"Good","","","Good","Good","Full inspection","01/11/2022","14/12/2022",10224084,"Good","","","Good","Good"
"2882","Ofsted Social Care Provider Webpage","1252095",NA,"Children's home","28/02/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Halifax","For profit",NA,2," ","","Restorative Social Care Services LTD.","Full inspection","17/05/2023","30/06/2023",10273320,"Good","","","Good","Good","Full inspection","14/02/2023","31/03/2023",10224100,"Inadequate","","","Inadequate","Inadequate"
"2883","Ofsted Social Care Provider Webpage","1254308",NA,"Children's home","24/05/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Chesterfield","For profit",NA,5," ","","Homes 2 Inspire Limited","Full inspection","28/11/2023","02/01/2024",10273321,"Good","","","Good","Good","Full inspection","09/08/2022","22/09/2022",10224111,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2884","Ofsted Social Care Provider Webpage","1254864",NA,"Children's home","24/05/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Rushcliffe","For profit",NA,3," ","","Homes 2 Inspire Limited","Full inspection","13/12/2023","26/01/2024",10273322,"Outstanding","","","Outstanding","Outstanding","Full inspection","22/02/2023","04/04/2023",10224123,"Outstanding","","","Good","Good"
"2885","Ofsted Social Care Provider Webpage","1255747",NA,"Children's home","24/05/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","West Northamptonshire","South Northamptonshire","For profit",NA,5," ","","Homes 2 Inspire Limited","Full inspection","07/11/2023","13/12/2023",10273323,"Good","","","Good","Good","Full inspection","13/09/2022","19/10/2022",10224131,"Good","","","Good","Requires improvement to be good"
"2886","Ofsted Social Care Provider Webpage","2661071",NA,"Children's home","03/08/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","Bishop Auckland","For profit",NA,5," ","","Hennessy Living Group Limited","Full inspection","29/08/2023","05/10/2023",10274517,"Good","","","Good","Requires improvement to be good","Full inspection","07/03/2023","06/06/2023",10269365,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2887","Ofsted Social Care Provider Webpage","2663448",NA,"Children's home","05/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","South West Norfolk","For profit",NA,2," ","","JMR Healthcare Ltd","Full inspection","07/11/2023","25/01/2024",10274518,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","22/02/2023","03/04/2023",10257778,"Good","","","Good","Good"
"2888","Ofsted Social Care Provider Webpage","2664883",NA,"Children's home","21/01/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kingston upon Hull","Kingston upon Hull West and Hessle","Local Authority",NA,1," ","","Hull City Council","Full inspection","29/08/2023","12/10/2023",10274519,"Good","","","Good","Good","Full inspection","04/07/2022","19/08/2022",10236864,"Good","","","Good","Good"
"2889","Ofsted Social Care Provider Webpage","1264286",NA,"Children's home","30/11/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Bedford","Bedford","For profit",NA,4," ","","Platform Childcare Ltd","Full inspection","19/06/2023","20/07/2023",10273772,"Good","","","Requires improvement to be good","Good","Full inspection","07/11/2022","12/12/2022",10224224,"Good","","","Good","Good"
"2890","Ofsted Social Care Provider Webpage","1264333",NA,"Children's home","26/04/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Burnley","For profit",NA,3," ","","Hexagon Care Services Limited","Full inspection","07/11/2023","18/12/2023",10273773,"Good","","","Good","Good","Full inspection","16/02/2023","03/04/2023",10224225,"Good","","","Good","Good"
"2891","Ofsted Social Care Provider Webpage","1264756",NA,"Children's home","21/10/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","Tiverton and Honiton","For profit",NA,2," ","","Impact For Change Ltd","Full inspection","28/11/2023","12/01/2024",10273774,"Good","","","Requires improvement to be good","Good","Full inspection","09/08/2022","21/09/2022",10224229,"Good","","","Good","Good"
"2892","Ofsted Social Care Provider Webpage","1268530",NA,"Children's home","06/12/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","West Northamptonshire","South Northamptonshire","For profit",NA,3," ","","Total Care Matters Limited","Full inspection","12/03/2024","18/04/2024",10273776,"Good","","","Good","Requires improvement to be good","Full inspection","17/05/2022","29/06/2022",10224242,"Good","","","Good","Good"
"2893","Ofsted Social Care Provider Webpage","1269215",NA,"Children's home","02/02/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Westmorland and Furness","Westmorland and Lonsdale","For profit",NA,3," ","","Hexagon Care Services Limited","Full inspection","04/07/2023","11/08/2023",10273777,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","10/08/2022","27/09/2022",10224246,"Good","","","Good","Requires improvement to be good"
"2894","Ofsted Social Care Provider Webpage","2594539",NA,"Children's home","11/11/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Beverley and Holderness","For profit",NA,4," ","","Cambian Childcare Limited","Full inspection","11/10/2023","21/11/2023",10273778,"Good","","","Good","Good","Full inspection","12/10/2022","30/11/2022",10224871,"Good","","","Good","Good"
"2895","Ofsted Social Care Provider Webpage","2703431",NA,"Children's home","21/10/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Chorley","For profit",NA,2,"","","SBL Careservices (UK) Ltd","Full inspection","04/04/2023","22/05/2023",10272687,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","","","",NA,"","","","",""
"2896","Ofsted Social Care Provider Webpage","2709434",NA,"Children's home","03/11/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bury","Bury North","For profit",NA,2,"","","Pure Care Homes Ltd","Full inspection","12/04/2023","12/05/2023",10272688,"Good","","","Good","Good","","","",NA,"","","","",""
"2897","Ofsted Social Care Provider Webpage","SC034900",NA,"Children's home","28/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottingham","Nottingham South","Local Authority",NA,11,"Short-break-only children's home","","Nottingham City Council","Full inspection","12/03/2024","12/04/2024",10272691,"Outstanding","","","Outstanding","Outstanding","Full inspection","10/10/2022","16/11/2022",10222655,"Outstanding","","","Good","Outstanding"
"2898","Ofsted Social Care Provider Webpage","SC035339",NA,"Children's home","22/01/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Oldham","Oldham West and Royton","Local Authority",NA,7," ","","Oldham Metropolitan Borough Council","Full inspection","03/05/2023","13/06/2023",10272692,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","28/06/2022","05/09/2022",10222670,"Good","","","Good","Requires improvement to be good"
"2899","Ofsted Social Care Provider Webpage","SC035492",NA,"Children's home","28/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Oldham","Ashton-under-Lyne","Local Authority",NA,4," ","","Oldham Metropolitan Borough Council","Full inspection","14/02/2024","25/03/2024",10272693,"Good","","","Good","Good","Full inspection","15/11/2022","04/01/2023",10222678,"Good","","","Good","Good"
"2900","Ofsted Social Care Provider Webpage","2648868",NA,"Children's home","20/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire East","Macclesfield","For profit",NA,5," ","","Kedleston (Wood Grove Childcare) Limited","Full inspection","23/05/2023","12/07/2023",10274498,"Good","","","Good","Good","Full inspection","05/07/2022","16/08/2022",10225212,"Good","","","Good","Good"
"2901","Ofsted Social Care Provider Webpage","2649743",NA,"Children's home","17/03/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Warrington","Warrington North","For profit",NA,1," ","","Esland North Limited","Full inspection","14/11/2023","27/12/2023",10274499,"Good","","","Good","Requires improvement to be good","Full inspection","14/09/2022","01/11/2022",10238616,"Requires improvement to be good","","","Requires improvement to be good","Inadequate"
"2902","Ofsted Social Care Provider Webpage","2649904",NA,"Children's home","15/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","Meon Valley","For profit",NA,2," ","","Arc-HD Services Ltd","Full inspection","10/05/2023","23/06/2023",10274500,"Good","","","Good","Good","Full inspection","18/10/2022","09/12/2022",10225215,"Good","","","Good","Good"
"2903","Ofsted Social Care Provider Webpage","2650092",NA,"Children's home","30/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","North Durham","For profit",NA,1," ","","We Care Bespoke Ltd","Full inspection","12/12/2023","22/01/2024",10274501,"Good","","","Good","Requires improvement to be good","Full inspection","10/05/2022","20/06/2022",10225218,"Good","","","Good","Good"
"2904","Ofsted Social Care Provider Webpage","2650948",NA,"Children's home","25/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Telford and Wrekin","The Wrekin","For profit",NA,2," ","","Ubuntu Group Limited","Full inspection","04/10/2023","16/11/2023",10274502,"Good","","","Good","Good","Full inspection","10/05/2022","01/07/2022",10225220,"Requires improvement to be good","","","Requires improvement to be good","Inadequate"
"2905","Ofsted Social Care Provider Webpage","2503076",NA,"Children's home","17/02/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Stafford","For profit",NA,3," ","","Hygge Care Ltd","Full inspection","02/10/2023","16/11/2023",10274163,"Good","","","Good","Good","Full inspection","06/06/2022","15/07/2022",10224401,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2906","Ofsted Social Care Provider Webpage","2506101",NA,"Children's home","28/03/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Islington","Islington North","For profit",NA,5," ","","Area Camden Limited ","Full inspection","22/08/2023","16/10/2023",10274164,"Good","","","Good","Good","Full inspection","28/02/2023","05/05/2023",10224416,"Good","","","Good","Good"
"2907","Ofsted Social Care Provider Webpage","2507350",NA,"Children's home","09/04/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicester","Leicester West","For profit",NA,3," ","","YMCA Leicestershire","Full inspection","14/11/2023","13/12/2023",10274165,"Good","","","Good","Good","Full inspection","02/08/2022","22/09/2022",10224419,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2908","Ofsted Social Care Provider Webpage","2721832",NA,"Children's home","14/05/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","North East Lincolnshire","Great Grimsby","For profit",NA,5,"","","Keys Child Care Ltd","Full inspection","07/11/2023","13/12/2023",10293750,"Good","","","Good","Good","","","",NA,"","","","",""
"2909","Ofsted Social Care Provider Webpage","SC030797",NA,"Children's home","01/10/2002","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Folkestone and Hythe","For profit",NA,9," ","","Ethelbert Specialist Homes Limited","Full inspection","11/09/2023","06/10/2023",10294073,"Requires improvement to be good","","","Requires improvement to be good","Inadequate","Full inspection","23/05/2023","20/06/2023",10272511,"Inadequate","","","Inadequate","Inadequate"
"2910","Ofsted Social Care Provider Webpage","SC033174",NA,"Children's home","05/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","North East Hampshire","Local Authority",NA,1," ","","Hampshire County Council","Full inspection","13/02/2024","22/03/2024",10294074,"Good","","","Good","Good","Full inspection","23/05/2023","29/06/2023",10272176,"Inadequate","","","Inadequate","Inadequate"
"2911","Ofsted Social Care Provider Webpage","2732719",NA,"Children's home","01/04/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Westmorland and Furness","Penrith and The Border","Local Authority",NA,4,"","","Westmorland and Furness Council ","Full inspection","24/10/2023","08/12/2023",10294078,"Good","","","Good","Requires improvement to be good","","","",NA,"","","","",""
