time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,year_breakdown,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CPPO at 31 March,Pupil referral unit,10,3090,1514,49,785,25.4,729,23.6,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CPPO at 31 March,Total,273,95987,12680,13.2,5165,5.4,7515,7.8,99,36.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CPPO at 31 March,State-funded secondary,89,30940,6361,20.6,1854,6,4507,14.6,44,49.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CPPO at 31 March,State-funded primary,161,57341,4353,7.6,2181,3.8,2172,3.8,40,24.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CPPO at 31 March,Special,17,5948,894,15,692,11.6,202,3.4,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CPPO at 31 March,Pupil referral unit,6,1758,1072,61,438,24.9,634,36.1,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CPPO at 31 March,Total,212,75133,12507,16.6,4872,6.5,7635,10.2,90,42.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CPPO at 31 March,State-funded secondary,64,22366,4566,20.4,1173,5.2,3393,15.2,32,50
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CPPO at 31 March,State-funded primary,118,42592,3418,8,1247,2.9,2171,5.1,35,29.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CPPO at 31 March,Special,11,3903,690,17.7,432,11.1,258,6.6,6,54.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CPPO at 31 March,Pupil referral unit,19,6272,3833,61.1,2020,32.2,1813,28.9,17,89.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CPPO at 31 March,Total,274,96008,16547,17.2,6698,7,9849,10.3,120,43.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CPPO at 31 March,State-funded secondary,88,29586,6351,21.5,2199,7.4,4152,14,44,50
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CPPO at 31 March,State-funded primary,156,56272,5688,10.1,2710,4.8,2978,5.3,53,34
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CPPO at 31 March,Special,19,7038,2822,40.1,1319,18.7,1503,21.4,12,63.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CPPO at 31 March,Pupil referral unit,11,3112,1686,54.2,470,15.1,1216,39.1,11,100
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CPPO at 31 March,Total,155,55557,7557,13.6,3669,6.6,3888,7,52,33.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CPPO at 31 March,State-funded secondary,43,14852,2980,20.1,1280,8.6,1700,11.4,23,53.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CPPO at 31 March,State-funded primary,103,37373,3078,8.2,1500,4,1578,4.2,22,21.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CPPO at 31 March,Total,117,41178,5612,13.6,2208,5.4,3404,8.3,50,42.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CPPO at 31 March,State-funded secondary,32,10814,2195,20.3,458,4.2,1737,16.1,21,65.6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CPPO at 31 March,State-funded primary,77,27699,2149,7.8,1208,4.4,941,3.4,22,28.6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CPPO at 31 March,Total,135,48435,6568,13.6,2728,5.6,3840,7.9,57,42.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CPPO at 31 March,State-funded secondary,39,13897,3005,21.6,901,6.5,2104,15.1,23,59
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CPPO at 31 March,State-funded primary,90,32338,3128,9.7,1579,4.9,1549,4.8,31,34.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CPPO at 31 March,Total,194,70106,11525,16.4,3970,5.7,7555,10.8,83,42.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CPPO at 31 March,State-funded secondary,67,23980,6029,25.1,1575,6.6,4454,18.6,41,61.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CPPO at 31 March,State-funded primary,107,39464,3096,7.8,1515,3.8,1581,4,28,26.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CPPO at 31 March,Special,9,3266,564,17.3,311,9.5,253,7.7,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CPPO at 31 March,Pupil referral unit,11,3396,1836,54.1,569,16.8,1267,37.3,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CPPO at 31 March,Total,114,40106,5313,13.2,2717,6.8,2596,6.5,46,40.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CPPO at 31 March,State-funded secondary,47,16758,2672,15.9,1230,7.3,1442,8.6,21,44.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CPPO at 31 March,State-funded primary,58,20379,1755,8.6,1063,5.2,692,3.4,18,31
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CPPO at 31 March,Total,115,39457,4081,10.3,2299,5.8,1782,4.5,36,31.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CPPO at 31 March,State-funded secondary,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CPPO at 31 March,State-funded primary,70,24762,1938,7.8,1082,4.4,856,3.5,15,21.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CPPO at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CPPO at 31 March,Total,111,37613,4330,11.5,2233,5.9,2097,5.6,46,41.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CPPO at 31 March,State-funded secondary,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CPPO at 31 March,State-funded primary,70,23981,2081,8.7,1278,5.3,803,3.3,24,34.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CPPO at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CPPO at 31 March,Total,261,89997,13509,15,6424,7.1,7085,7.9,107,41
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CPPO at 31 March,State-funded secondary,105,34800,7846,22.5,2966,8.5,4880,14,60,57.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CPPO at 31 March,State-funded primary,139,49666,3907,7.9,2555,5.1,1352,2.7,35,25.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Six half terms,CPPO at 31 March,Total,121,43393,6177,14.2,2462,5.7,3715,8.6,49,40.5
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Six half terms,CPPO at 31 March,State-funded secondary,48,16777,3090,18.4,1220,7.3,1870,11.1,24,50
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Six half terms,CPPO at 31 March,State-funded primary,64,23376,2307,9.9,1029,4.4,1278,5.5,21,32.8
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,Total,502,178015,23032,12.9,9553,5.4,13479,7.6,180,35.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,State-funded secondary,196,68322,13513,19.8,4596,6.7,8917,13.1,97,49.5
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,State-funded primary,288,103345,7847,7.6,4273,4.1,3574,3.5,71,24.7
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,Special,9,3227,723,22.4,389,12.1,334,10.4,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,Pupil referral unit,9,3121,949,30.4,295,9.5,654,21,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,Total,124,44673,5926,13.3,2700,6,3226,7.2,45,36.3
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,State-funded secondary,39,13431,3238,24.1,1277,9.5,1961,14.6,24,61.5
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,State-funded primary,77,28332,1649,5.8,950,3.4,699,2.5,15,19.5
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,Total,172,60348,9508,15.8,4572,7.6,4936,8.2,72,41.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,State-funded secondary,64,22190,5930,26.7,2729,12.3,3201,14.4,44,68.8
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,State-funded primary,103,36272,3102,8.6,1738,4.8,1364,3.8,26,25.2
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,Total,125,43969,4358,9.9,2330,5.3,2028,4.6,38,30.4
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,State-funded secondary,50,17041,2206,12.9,1090,6.4,1116,6.5,21,42
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,State-funded primary,72,25899,1904,7.4,1182,4.6,722,2.8,16,22.2
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,Total,301,105244,13614,12.9,4613,4.4,9001,8.6,120,39.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,State-funded secondary,88,30640,5316,17.3,1394,4.5,3922,12.8,46,52.3
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,State-funded primary,180,64233,5455,8.5,2395,3.7,3060,4.8,48,26.7
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,Special,11,3406,472,13.9,404,11.9,68,2,6,54.5
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,Pupil referral unit,22,6965,2371,34,420,6,1951,28,20,90.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Six half terms,CPPO at 31 March,Total,191,67643,7861,11.6,4295,6.3,3566,5.3,66,34.6
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Six half terms,CPPO at 31 March,State-funded secondary,85,28989,5534,19.1,2683,9.3,2851,9.8,44,51.8
