LA,LA Name,LineNumber,CYPServiceDescription,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
800,Bath and North East Somerset,2,Spend on local authority provided or commissioned area-wide services,65000,0,131660,540619,737279,0,737279,647200,0,90079
801,Bristol City of,2,Spend on local authority provided or commissioned area-wide services,806989,0,0,0,806989,7443,799546,0,0,799546
802,North Somerset,2,Spend on local authority provided or commissioned area-wide services,275121,0,161610,193420,630151,0,630151,0,0,630151
803,South Gloucestershire,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
805,Hartlepool,2,Spend on local authority provided or commissioned area-wide services,168820,0,60418,278355,507593,0,507593,507593,0,0
806,Middlesbrough,2,Spend on local authority provided or commissioned area-wide services,209704,18054,2405,0,230163,26546,203617,173228,27372,3017
807,Redcar and Cleveland,2,Spend on local authority provided or commissioned area-wide services,1010633,0,0,0,1010633,7938,1002695,350000,0,652695
808,Stockton-on-Tees,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
810,Kingston upon Hull City of,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
811,East Riding of Yorkshire,2,Spend on local authority provided or commissioned area-wide services,3516,0,0,0,3516,0,3516,0,0,3516
812,North East Lincolnshire,2,Spend on local authority provided or commissioned area-wide services,0,148534,0,0,148534,0,148534,0,0,148534
813,North Lincolnshire,2,Spend on local authority provided or commissioned area-wide services,98571,46572,0,0,145143,155,144988,0,0,144988
815,North Yorkshire,2,Spend on local authority provided or commissioned area-wide services,170584,0,0,0,170584,1194,169390,60352,0,109038
816,York,2,Spend on local authority provided or commissioned area-wide services,140184,0,0,0,140184,0,140184,0,0,140184
821,Luton,2,Spend on local authority provided or commissioned area-wide services,686758,0,0,0,686758,321832,364926,44551,0,320375
825,Buckinghamshire,2,Spend on local authority provided or commissioned area-wide services,5650507,0,0,0,5650507,47056,5603451,0,490621,5112830
826,Milton Keynes,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
830,Derbyshire,2,Spend on local authority provided or commissioned area-wide services,232354,70570,0,0,302924,32216,270708,0,0,270708
831,Derby,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
835,Dorset,2,Spend on local authority provided or commissioned area-wide services,4743542,0,0,0,4743542,115557,4627985,0,0,4627985
836,Poole,2,Spend on local authority provided or commissioned area-wide services,908963,115804,4251,10800,1039818,4746,1035072,0,0,1035072
837,Bournemouth,2,Spend on local authority provided or commissioned area-wide services,348940,23000,0,0,371940,0,371940,0,0,371940
840,Durham,2,Spend on local authority provided or commissioned area-wide services,3380562,0,0,966034,4346596,128964,4217632,69601,0,4148031
841,Darlington,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
845,East Sussex,2,Spend on local authority provided or commissioned area-wide services,4846466,0,0,0,4846466,80954,4765512,8318980,0,-3553468
846,Brighton and Hove,2,Spend on local authority provided or commissioned area-wide services,1878356,332429,142261,24137,2377183,61955,2315228,0,0,2315228
850,Hampshire,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
851,Portsmouth,2,Spend on local authority provided or commissioned area-wide services,3003452,0,0,6690,3010142,25520,2984622,73673,0,2910949
852,Southampton,2,Spend on local authority provided or commissioned area-wide services,0,0,954678,0,954678,0,954678,0,0,954678
855,Leicestershire,2,Spend on local authority provided or commissioned area-wide services,990976,0,0,37750,1028726,0,1028726,0,0,1028726
856,Leicester,2,Spend on local authority provided or commissioned area-wide services,4788085,293113,138562,144032,5363792,43153,5320639,3749649,0,1570990
857,Rutland,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
860,Staffordshire,2,Spend on local authority provided or commissioned area-wide services,2275822,0,0,0,2275822,3326,2272496,0,0,2272496
861,Stoke-on-Trent,2,Spend on local authority provided or commissioned area-wide services,954927.63,0,0,0,954927.63,140630.89,814296.74,1166904,0,-352607.26
865,Wiltshire,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
866,Swindon,2,Spend on local authority provided or commissioned area-wide services,58000,490794,0,17000,565794,0,565794,0,0,565794
867,Bracknell Forest,2,Spend on local authority provided or commissioned area-wide services,333523.64,0,0,0,333523.64,0,333523.64,0,0,333523.64
868,Windsor and Maidenhead,2,Spend on local authority provided or commissioned area-wide services,483041,2757,0,283,486081,47846,438235,0,0,438235
869,West Berkshire,2,Spend on local authority provided or commissioned area-wide services,1315765,0,122609,0,1438374,16725,1421649,0,0,1421649
870,Reading,2,Spend on local authority provided or commissioned area-wide services,136254,46510,206092,3241,392097,7015,385082,0,0,385082
871,Slough,2,Spend on local authority provided or commissioned area-wide services,413044,0,31759,112926,557729,0,557729,0,0,557729
872,Wokingham,2,Spend on local authority provided or commissioned area-wide services,344840,0,0,0,344840,0,344840,0,0,344840
873,Cambridgeshire,2,Spend on local authority provided or commissioned area-wide services,638464,0,0,0,638464,40275,598189,0,0,598189
874,Peterborough,2,Spend on local authority provided or commissioned area-wide services,78510,0,0,0,78510,0,78510,0,0,78510
876,Halton,2,Spend on local authority provided or commissioned area-wide services,2268549,0,0,0,2268549,15611,2252938,2170170,0,82768
877,Warrington,2,Spend on local authority provided or commissioned area-wide services,3514259,0,0,0,3514259,209504,3304755,0,0,3304755
878,Devon,2,Spend on local authority provided or commissioned area-wide services,3093801,0,257805,0,3351606,164169,3187437,0,0,3187437
879,Plymouth,2,Spend on local authority provided or commissioned area-wide services,208516,0,53000,30000,291516,0,291516,300612,0,-9096
880,Torbay,2,Spend on local authority provided or commissioned area-wide services,83344,0,0,0,83344,0,83344,0,0,83344
881,Essex,2,Spend on local authority provided or commissioned area-wide services,8432051,0,0,0,8432051,0,8432051,0,0,8432051
882,Southend-on-Sea,2,Spend on local authority provided or commissioned area-wide services,98915,0,0,24963,123878,0,123878,0,0,123878
883,Thurrock,2,Spend on local authority provided or commissioned area-wide services,8562950,0,0,0,8562950,1161018,7401932,0,0,7401932
884,Herefordshire,2,Spend on local authority provided or commissioned area-wide services,961533,0,0,0,961533,426120,535413,481611,0,53802
885,Worcestershire,2,Spend on local authority provided or commissioned area-wide services,115780,128000,0,0,243780,55,243725,264095,0,-20370
886,Kent,2,Spend on local authority provided or commissioned area-wide services,288865,0,0,0,288865,1553,287312,0,0,287312
887,Medway,2,Spend on local authority provided or commissioned area-wide services,1166625,0,0,0,1166625,0,1166625,275000,0,891625
888,Lancashire,2,Spend on local authority provided or commissioned area-wide services,6546381,132915,874973,159079,7713348,208700,7504648,0,0,7504648
889,Blackburn with Darwen,2,Spend on local authority provided or commissioned area-wide services,1565952,0,4834.87,0,1570786.87,0,1570786.87,0,0,1570786.87
890,Blackpool,2,Spend on local authority provided or commissioned area-wide services,1537046,100155,20196,0,1657397,379652,1277745,74000,0,1203745
891,Nottinghamshire,2,Spend on local authority provided or commissioned area-wide services,0,399712,0,0,399712,223565,176147,0,0,176147
892,Nottingham,2,Spend on local authority provided or commissioned area-wide services,776907,0,0,0,776907,0,776907,0,0,776907
893,Shropshire,2,Spend on local authority provided or commissioned area-wide services,21647,1550,83029,159782,266008,0,266008,0,0,266008
894,Telford and Wrekin,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
908,Cornwall,2,Spend on local authority provided or commissioned area-wide services,6574746,961,0,0,6575707,12233,6563474,21979,969,6540526
909,Cumbria,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
916,Gloucestershire,2,Spend on local authority provided or commissioned area-wide services,1943663,0,0,0,1943663,95,1943568,0,0,1943568
919,Hertfordshire,2,Spend on local authority provided or commissioned area-wide services,83762,16335,0,473109,573206,0,573206,0,0,573206
921,Isle of Wight,2,Spend on local authority provided or commissioned area-wide services,0,81873,0,0,81873,0,81873,0,0,81873
925,Lincolnshire,2,Spend on local authority provided or commissioned area-wide services,4568973,741412,496185,2056146,7862716,97048,7765668,49300,0,7716368
926,Norfolk,2,Spend on local authority provided or commissioned area-wide services,785388,0,84907,275947,1146242,0,1146242,0,0,1146242
928,Northamptonshire,2,Spend on local authority provided or commissioned area-wide services,146394,0,0,0,146394,277283,-130889,0,0,-130889
929,Northumberland,2,Spend on local authority provided or commissioned area-wide services,186025,0,0,0,186025,0,186025,0,0,186025
931,Oxfordshire,2,Spend on local authority provided or commissioned area-wide services,134737,0,0,0,134737,0,134737,0,0,134737
933,Somerset,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
935,Suffolk,2,Spend on local authority provided or commissioned area-wide services,339681.02,0,0,0,339681.02,228793.81,110887.21,0,0,110887.21
936,Surrey,2,Spend on local authority provided or commissioned area-wide services,128531,0,0,0,128531,0,128531,0,0,128531
937,Warwickshire,2,Spend on local authority provided or commissioned area-wide services,113089,23506,0,0,136595,1179,135416,0,0,135416
938,West Sussex,2,Spend on local authority provided or commissioned area-wide services,3000988,0,1434,961323,3963745,208185,3755560,0,0,3755560
822,Bedford Borough,2,Spend on local authority provided or commissioned area-wide services,348006,2732,18569,92167,461474,286160,175314,0,0,175314
823,Central Bedfordshire,2,Spend on local authority provided or commissioned area-wide services,345026,0,667035,0,1012061,3000,1009061,3465509,0,-2456448
895,Cheshire East,2,Spend on local authority provided or commissioned area-wide services,0,0,0,0,0,0,0,0,0,0
896,Cheshire West and Chester,2,Spend on local authority provided or commissioned area-wide services,1798875,2096,0,0,1800971,94124,1706847,0,0,1706847
201,City of London,3,Total Sure Start Children's Centres,175125.75,0,483719,0,658844.75,100721,558123.75,0,0,558123.75
202,Camden,3,Total Sure Start Children's Centres,5767731,33065,0,450432,6251228,785753,5465475,335989,0,5129486
203,Greenwich,3,Total Sure Start Children's Centres,9965941,246504,384206,1455127,12051778,2086157,9965621,0,0,9965621
204,Hackney,3,Total Sure Start Children's Centres,15322810,322080,730,535290,16180910,1146430,15034480,0,0,15034480
205,Hammersmith and Fulham,3,Total Sure Start Children's Centres,541625,1241223,970750,0,2753598,0,2753598,0,0,2753598
206,Islington,3,Total Sure Start Children's Centres,8220826,440071,1571482,3715651,13948030,1313395,12634635,89955,0,12544680
207,Kensington and Chelsea,3,Total Sure Start Children's Centres,5672785.37,0,0,0,5672785.37,1186767.29,4486018.08,0,2354.77,4483663.31
208,Lambeth,3,Total Sure Start Children's Centres,5720147,5629125,0,0,11349272,486751,10862521,0,10862521,0
209,Lewisham,3,Total Sure Start Children's Centres,3216976,0,582432,1883469,5682877,122794,5560083,0,0,5560083
210,Southwark,3,Total Sure Start Children's Centres,8324495,2869505,2008494,948226,14150720,2066414,12084306,0,151121,11933185
211,Tower Hamlets,3,Total Sure Start Children's Centres,5499608,0,7966454,0,13466062,304804,13161258,0,0,13161258
212,Wandsworth,3,Total Sure Start Children's Centres,5007783,0,0,0,5007783,0,5007783,0,0,5007783
213,Westminster,3,Total Sure Start Children's Centres,1904402,0,0,0,1904402,645,1903757,3841970,0,-1938213
301,Barking and Dagenham,3,Total Sure Start Children's Centres,7804274,2200869,0,0,10005143,1427319,8577824,230203,0,8347621
302,Barnet,3,Total Sure Start Children's Centres,3699138,4884639,69638,25193,8678608,503946,8174662,0,0,8174662
303,Bexley,3,Total Sure Start Children's Centres,2341000,572000,0,657000,3570000,0,3570000,0,0,3570000
304,Brent,3,Total Sure Start Children's Centres,7448430.8,0,0,0,7448430.8,511884,6936546.8,0,0,6936546.8
305,Bromley,3,Total Sure Start Children's Centres,3863088.39,0,0,674867.53,4537955.92,459296.94,4078658.98,0,1943.19,4076715.79
306,Croydon,3,Total Sure Start Children's Centres,400510,146595,0,4686177,5233282,0,5233282,0,0,5233282
307,Ealing,3,Total Sure Start Children's Centres,3751801,2234273,845970,1100369,7932413,30924,7901489,165386,0,7736103
308,Enfield,3,Total Sure Start Children's Centres,6212278,227451,0,0,6439729,543860,5895869,174950,0,5720919
309,Haringey,3,Total Sure Start Children's Centres,7725471,0,0,0,7725471,921541,6803930,0,0,6803930
310,Harrow,3,Total Sure Start Children's Centres,1477014,44007,42000,24610,1587631,84297,1503334,0,0,1503334
311,Havering,3,Total Sure Start Children's Centres,3382593,0,228549,0,3611142,32415,3578727,0,0,3578727
312,Hillingdon,3,Total Sure Start Children's Centres,1078452.09,2928283.89,0,0,4006735.98,662111.37,3344624.61,3294846.55,0,49778.06
313,Hounslow,3,Total Sure Start Children's Centres,3349837,0,0,0,3349837,79699,3270138,0,0,3270138
314,Kingston upon Thames,3,Total Sure Start Children's Centres,1861224,0,0,22000,1883224,210180,1673044,0,0,1673044
315,Merton,3,Total Sure Start Children's Centres,2794314,1690361,535,152657,4637867,762063,3875804,3427160,0,448644
316,Newham,3,Total Sure Start Children's Centres,9028453,1100202,1403022,0,11531677,235375,11296302,0,0,11296302
317,Redbridge,3,Total Sure Start Children's Centres,6551116,0,0,0,6551116,1036351,5514765,3740357,0,1774408
318,Richmond upon Thames,3,Total Sure Start Children's Centres,1439875,0,51408,136000,1627283,59139,1568144,8565,0,1559579
319,Sutton,3,Total Sure Start Children's Centres,1206525,0,0,1755186,2961711,69325,2892386,0,0,2892386
320,Waltham Forest,3,Total Sure Start Children's Centres,5013364,0,0,0,5013364,0,5013364,0,0,5013364
330,Birmingham,3,Total Sure Start Children's Centres,28052082,192201,0,5288628,33532911,1514771,32018140,32018140,0,0
331,Coventry,3,Total Sure Start Children's Centres,6653071,431808,0,215904,7300783,707377,6593406,478116,0,6115290
332,Dudley,3,Total Sure Start Children's Centres,4914356,13620,0,2019774,6947750,865497,6082253,0,0,6082253
333,Sandwell,3,Total Sure Start Children's Centres,8515249,0,0,0,8515249,0,8515249,0,0,8515249
334,Solihull,3,Total Sure Start Children's Centres,1395221,0,139752,1455468,2990441,29800,2960641,0,0,2960641
335,Walsall,3,Total Sure Start Children's Centres,6964,5538441,0,4024042,9569447,0,9569447,8868355,0,701092
336,Wolverhampton,3,Total Sure Start Children's Centres,4779384,1627001,0,0,6406385,0,6406385,6189305,0,217080
340,Knowsley,3,Total Sure Start Children's Centres,3986363.15,0,0,135000,4121363.15,208601,3912762.15,0,0,3912762.15
341,Liverpool,3,Total Sure Start Children's Centres,8783381,0,0,1549243,10332624,914368,9418256,1100,0,9417156
342,St Helens,3,Total Sure Start Children's Centres,3943656.02,0,0,0,3943656.02,409432.08,3534223.94,3534223.94,0,0
343,Sefton,3,Total Sure Start Children's Centres,4135586,0,0,0,4135586,0,4135586,0,0,4135586
344,Wirral,3,Total Sure Start Children's Centres,8443193,0,0,150000,8593193,2576602,6016591,7228083,0,-1211492
350,Bolton,3,Total Sure Start Children's Centres,6939854,0,0,0,6939854,405642,6534212,66672,0,6467540
351,Bury,3,Total Sure Start Children's Centres,4154381,0,0,0,4154381,196867,3957514,0,0,3957514
352,Manchester,3,Total Sure Start Children's Centres,19074431,4184971,19705,1010275,24289382,2681066,21608316,2574283,0,19034033
353,Oldham,3,Total Sure Start Children's Centres,779717,0,7449394,0,8229111,0,8229111,0,0,8229111
