time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,category_of_expenditure,description_of_expenditure,own_provision,private_provision,other_public_sector_provision,voluntary_provision,total_expenditure,income,net_current_expenditure,grants_inside_AEF,grants_outside_AEF,net_revenue_expenditure,per_capita_net_current_spend
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.2 Total Fostering services,854810,10261054,0,0,11115864,7507,11108357,0,0,11108357,170
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.3 Adoption services,762831,1711463,0,0,2474294,689353,1784941,0,0,1784941,27
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.4 Special guardianship support,0,621054,0,0,621054,0,621054,0,0,621054,10
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.5 Other children looked after services,89153,134284,0,0,223437,0,223437,58648,0,164789,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.7 Children placed with family and friends,26341,1394913,0,0,1421254,0,1421254,0,0,1421254,22
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.8 Education of looked after children,134287,2863,0,0,137150,114306,22844,0,0,22844,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.9 Leaving care support services,363597,951746,0,0,1315343,0,1315343,144963,0,1170380,20
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.10 Asylum seeker services children,0,221395,0,0,221395,0,221395,179553,0,41842,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.11 Total Children Looked After,4227255,21789492,0,0,26016747,1656729,24360018,383164,0,23976854,374
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Other children and family services,3.2.1 Other children and families services,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),12516929,985963,0,0,13502892,184051,13318841,21000,0,13297841,204
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,3852270,889635,0,0,4741905,91885,4650020,0,0,4650020,71
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,118533,60735,0,0,179268,54960,124308,0,0,124308,2
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,16487732,1936333,0,0,18424065,330896,18093169,21000,0,18072169,278
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Family support services,3.4.1 Direct payments,35410,273270,0,0,308680,0,308680,0,0,308680,5
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Family support services,3.4.2 Short breaks (respite) for disabled children,641976,871212,0,0,1513188,159216,1353972,0,0,1353972,21
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Family support services,3.4.3 Other support for disabled children,0,76174,0,0,76174,0,76174,0,0,76174,1
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Family support services,3.4.4 Targeted family support,525049,337554,0,0,862603,554961,307642,0,0,307642,5
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Family support services,3.4.5 Universal family support,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Family support services,3.4.6 Total Family Support Services,1202435,1558210,0,0,2760645,714177,2046468,0,0,2046468,31
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Services for young people,3.5.1 Universal services for young people,765609,76048,0,0,841657,64832,776825,0,0,776825,12
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Services for young people,3.5.2 Targeted services for young people,2996927,1421254,0,500000,4918181,1737492,3180689,359130,0,2821559,49
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Services for young people,3.5.3 Total Services for young people,3762536,1497302,0,500000,5759838,1802324,3957514,359130,0,3598384,61
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,0,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,119840,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Youth justice,3.6.1 Youth justice,x,x,x,x,873258,476027,397231,x,x,x,6
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,55597524,x,50063380,x,x,x,768
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,55597524,x,50063380,x,x,x,768
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,3201269,0,0,0,3201269,867075,2334194,0,0,2334194,40
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,17110,0,0,0,17110,0,17110,0,0,17110,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,965194,0,0,0,965194,69827,895367,48200,0,847167,15
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,694445,0,0,0,694445,1090,693355,0,0,693355,12
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,4878018,0,0,0,4878018,937993,3940025,48200,0,3891825,68
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.1 Residential care,274685,5574382,0,513342,6362409,1620735,4741674,56339,0,4685335,81
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.2 Total Fostering services,5199342,7497004,28834,2686372,15411551,2784,15408767,62863,0,15345904,265
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.3 Adoption services,2598865,114904,413638,300009,3427416,13247,3414170,858435,858435,1697300,59
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.4 Special guardianship support,1085881,0,0,0,1085881,0,1085881,0,0,1085881,19
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.5 Other children looked after services,0,0,0,50001,50001,0,50001,0,0,50001,1
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.7 Children placed with family and friends,629005,0,0,0,629005,0,629005,0,0,629005,11
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.8 Education of looked after children,1262144,56225,37808,0,1356176,92,1356085,898843,0,457242,23
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.9 Leaving care support services,2482569,121476,13490,89735,2707271,94760,2612511,109880,0,2502631,45
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.10 Asylum seeker services children,327796,0,0,0,327796,0,327796,0,0,327796,6
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Children looked after,3.1.11 Total Children Looked After,13860286,13363990,493770,3639459,31357505,1731617,29625888,1986359,858435,26781094,509
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Other children and family services,3.2.1 Other children and families services,576691,0,0,0,576691,64793,511898,0,0,511898,9
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),13136792,44161,104176,100746,13385875,486184,12899691,96400,0,12803291,222
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,478213,0,17,930703,1408933,438964,969969,39933,0,930036,17
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,253490,0,0,0,253490,234407,19083,0,0,19083,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,13868496,44161,104193,1031449,15048298,1159554,13888744,136333,0,13752411,239
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Family support services,3.4.1 Direct payments,190422,0,0,0,190422,0,190422,13541,0,176881,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Family support services,3.4.2 Short breaks (respite) for disabled children,366094,565339,72438,87232,1091102,5685,1085417,0,0,1085417,19
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Family support services,3.4.4 Targeted family support,4506321,271564,424590,126914,5329390,334506,4994884,469582,0,4525302,86
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Family support services,3.4.5 Universal family support,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Family support services,3.4.6 Total Family Support Services,5062837,836904,497028,214146,6610915,340191,6270723,483123,0,5787600,108
